1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice,1stFlrSF_transformed,BsmtUnfSF_transformed,GarageArea_transformed,GrLivArea_transformed
1098,866,4,1,403,4,400,483,2,1976,1964,1,10480,80,660,69,6,7,803,1976,1976,205000,-0.02107092894594169,-0.13848707954793582,0.09199671896103287,0.9398927397080182
792,348,3,1,0,1,576,0,0,1979,1140,1,8800,55,0,160,7,4,576,1910,2004,96500,-1.0604585551463925,0.2503600534011221,-2.586456954841601,-0.7077259832984073
894,0,3,1,702,4,192,450,2,1967,894,0,9764,57,0,0,7,5,894,1967,2003,130000,-0.6751681622469026,-0.7427164504449028,-0.059750734174348806,-1.4254527603985945
1512,1142,4,4,619,4,435,619,2,1968,2654,0,11029,69,220,65,7,6,1054,1968,1984,250000,0.9980262650364619,-0.05494034431050714,0.6993116532670759,1.877028617221941
768,0,2,0,660,4,108,396,3,1974,768,1,7200,60,0,0,8,5,768,1972,2003,133900,-1.1582970566857604,-1.0881337427886517,-0.3124795967164812,-1.8682860168782072
672,0,2,3,0,0,0,0,0,1979,912,1,6240,52,0,0,5,4,0,1947,1950,80500,-1.5827227239263113,-2.0737247781600754,-2.586456954841601,-1.3670192262814096
1040,1040,5,0,650,3,390,504,1,1969,2080,3,11606,70,192,0,5,5,1040,1969,1969,135000,-0.1938221119436536,-0.16305285948335338,0.18759263308126026,1.1171056534274448
1040,0,3,1,732,6,308,576,2,2000,1040,0,12464,82,0,0,5,5,1040,1996,1996,152000,-0.1938221119436536,-0.378329939774522,0.5101525264829357,-0.9801341126834022
1149,467,3,4,370,2,779,216,1,1926,1616,0,5400,40,0,0,7,6,1149,1926,2004,152000,0.12347697855950626,0.6276964284176089,-1.2078180586697167,0.3424891684774441
1047,0,2,1,0,1,641,273,1,1954,1047,1,10800,60,0,0,7,4,641,1885,1995,100000,-0.17247029441873812,0.37782302662418954,-0.9134697526974488,-0.9602845949838953
1803,0,3,1,168,3,284,484,2,1957,1803,1,13125,88,67,0,4,5,1134,1957,2000,155000,1.559147281394476,-0.44688118712544217,0.0965655501049995,0.67697236121931
832,0,2,1,0,1,832,528,1,1962,832,0,7227,59,0,0,6,6,832,1954,1954,105500,-0.9037771015321571,0.7174367170565303,0.2959766755414419,-1.6355085046194797
894,0,3,1,180,3,340,384,2,1966,894,1,7094,99,0,0,5,5,894,1966,1966,125000,-0.6751681622469026,-0.2911287941271342,-0.36945633591436655,-1.4254527603985945
596,596,3,4,0,1,596,189,1,1920,1192,1,6402,60,0,0,5,5,596,1920,1950,78000,-1.9639983582050207,0.2903455645803252,-1.3519736636891906,-0.5747914834346479
1850,0,3,2,1261,6,572,772,3,2004,1850,0,16033,98,378,112,5,9,1833,2004,2005,326000,1.6412087504227189,0.24227633251135264,1.3545503694564027,0.7559244804141303
899,0,3,1,450,5,414,288,3,1967,899,0,7800,65,89,0,7,5,864,1967,2004,130000,-0.6574258949320188,-0.10462754587750678,-0.8379224930758024,-1.40911166575665
892,0,3,1,340,3,524,264,2,1966,892,1,9477,69,65,0,5,5,864,1966,1966,110000,-0.6822927657471398,0.14286875413436878,-0.9591531129474066,-1.4320131353122476
1260,1031,4,4,1046,3,168,506,1,1900,2291,1,7200,60,0,0,6,6,1214,1910,1998,133900,0.41715207072173166,-0.8315831995974083,0.19665938539609773,1.4169690497055059
1075,1063,2,1,0,1,849,360,1,1910,2138,1,8100,90,0,156,5,5,849,1898,1965,106000,-0.08846223310172276,0.7455847550429836,-0.48438075662248226,1.202271527970159
926,678,3,1,0,1,926,470,3,1997,1604,1,10839,100,0,36,5,6,926,1997,1998,181000,-0.5632848307646285,0.8695327028822476,0.032446230336984946,0.31980693866522786
887,1134,3,1,0,1,868,422,2,2006,2021,0,23257,168,0,100,5,7,868,2006,2006,274725,-0.7001741375177896,0.776697858217979,-0.19007322252233602,1.0281606186469354
938,0,3,0,280,2,167,308,1,1977,938,1,9200,69,0,0,6,5,938,1975,1980,130250,-0.5223189970404372,-0.8354250455974719,-0.7382755362338784,-1.2844912189728235
912,514,3,1,0,1,912,216,1,1925,1426,0,7642,55,0,240,8,7,912,1918,1998,189950,-0.611752144842814,0.8474092530888832,-1.2078180586697167,-0.03671236668813555
928,992,4,1,220,3,708,400,2,1948,1920,1,11345,95,567,0,5,5,928,1948,1950,137000,-0.5564205924279694,0.5023186867432947,-0.2935563847176952,0.8701014777681838
1098,0,3,1,902,5,196,260,2,1955,1098,1,7390,69,151,0,7,5,1098,1955,1955,135000,-0.02107092894594169,-0.7284798585937108,-0.9795458067752383,-0.8193031538820382
729,0,2,1,0,1,270,0,2,1979,729,1,4130,56,0,0,6,3,270,1935,2003,52000,-1.3239730887712866,-0.4882717322015052,-2.586456954841601,-2.0191965228003586
1252,0,3,1,0,1,1252,528,1,1960,1252,0,10721,80,243,39,6,6,1252,1959,1959,142000,0.396865492332133,1.3423580760708815,0.2959766755414419,-0.4279847104821018
1584,0,4,1,0,1,1584,792,1,1967,1584,1,8944,65,0,152,5,5,1584,1967,1967,124000,1.1462942401498075,1.7613050690560237,1.438386831021663,0.28164808127727514
1506,0,2,1,0,1,1498,592,2,2008,1506,2,14587,75,284,174,5,9,1498,2008,2008,264132,0.985354577207038,1.657581854546235,0.580823280487152,0.12839028968348964
1709,0,2,0,1238,6,460,506,3,1999,1709,0,5119,50,60,65,5,9,1698,1999,2000,328900,1.3884251282171807,0.0026048844524836374,0.19665938539609773,0.5131177940256129
1092,0,2,1,895,3,197,299,3,1957,1092,1,14850,69,0,0,5,5,1092,1957,1957,141000,-0.03851467388752398,-0.7249444074988424,-0.78296883403415,-0.8355675442188442
1746,0,3,2,1320,6,426,758,3,2006,1746,2,14892,42,160,39,5,9,1746,2006,2007,377500,1.456715735165034,-0.07607796870772737,1.295633422946455,0.5785967218506763
1304,983,3,1,603,4,701,667,3,1953,2287,1,15593,81,0,21,4,7,1304,1953,1953,225000,0.5264832831703292,0.48960826248717715,0.9077088808865738,1.4115291058440818
789,0,2,1,0,1,768,200,1,1926,789,1,10594,55,0,0,5,5,768,1926,1950,96500,-1.0725256149024471,0.6086748238748941,-1.2928269992666124,-1.7899691879609687
1041,0,3,1,991,5,50,270,2,1959,1041,1,9600,80,132,88,6,5,1041,1959,1959,124500,-0.19076310017919598,-1.423308574364634,-0.9286671894532075,-0.977290832028726
993,915,4,1,0,1,967,431,3,2002,1908,0,14191,85,0,0,5,8,967,2002,2002,202900,-0.3410040287560887,0.9333352164039982,-0.14801968889555714,0.8508078093020011
1010,1257,4,1,0,1,1010,390,2,2002,2267,0,8068,69,0,46,5,6,1010,2002,2002,200000,-0.2869818341187854,0.9987482395798039,-0.34092874550383373,1.3841951407162392
875,0,2,1,209,4,506,180,1,1931,875,1,6120,51,0,0,7,5,715,1931,1993,105000,-0.7435024850056805,0.10436985514128021,-1.4008240950197401,-1.488338289767338
1526,0,4,0,383,3,833,364,2,1957,1526,1,8562,68,145,78,6,5,1216,1957,2002,144500,1.0273996872922484,0.7191007599836926,-0.46513374514254124,0.1683827334498846
1567,0,2,2,1567,5,0,714,2,1977,1567,0,9819,69,0,32,5,6,1567,1977,1977,196000,1.1119014531491085,-2.0737247781600754,1.1091738606124115,0.24885701700178967
1734,1088,3,2,0,1,1734,1020,2,2009,2822,2,13891,107,424,170,5,9,1734,2008,2009,582933,1.4347267881522372,1.9353982272601236,2.369758396124826,2.070307754093801
689,689,3,1,141,3,548,360,1,1928,1378,0,9600,60,0,0,9,7,689,1928,2005,161000,-1.5033324623431563,0.19314134167942504,-0.48438075662248226,-0.13998356894876895
1281,457,4,1,0,1,715,368,1,1920,1738,1,12513,69,0,0,4,4,715,1920,2007,104900,0.46979964210293146,0.5149636016311666,-0.4459245430089377,0.5645498511047389
1164,896,4,1,831,6,320,521,2,1988,2060,1,10029,97,268,228,5,6,1151,1988,1989,211000,0.1647756308527382,-0.34509935921123086,0.26445757321877056,1.0872222611015323
1128,0,2,1,812,2,124,286,1,1954,1128,1,9000,75,0,0,5,5,936,1954,1954,118000,0.06474710208245642,-1.0136883213832122,-0.8479540400816902,-0.7392075722928741
840,880,3,1,0,1,840,440,3,2004,1720,0,8244,62,0,48,5,7,840,2004,2004,183500,-0.8733429279817571,0.730719936974804,-0.10612307232829499,0.5327219320006084
1050,0,2,1,504,3,546,338,1,1956,1050,1,9600,80,0,0,6,5,1050,1956,1956,128900,-0.1633630261344727,0.1889964568088328,-0.5909378887119309,-0.9518156238076775
1114,0,3,1,814,6,300,576,1,2004,1114,0,13695,66,0,78,5,6,1114,2003,2004,155000,0.024985378401005936,-0.4008603119631173,0.5101525264829357,-0.7763343972205999
1053,0,3,1,567,3,413,750,2,1998,1053,2,8973,69,85,80,7,5,1008,1958,1991,150000,-0.15428164948277018,-0.10702606653676423,1.2618791734487305,-0.9433692499708031
1593,0,0,0,1153,6,440,682,3,2001,1593,2,4923,41,0,120,5,8,1593,2001,2002,286000,1.1643535285208981,-0.043295824550689595,0.9722745050656196,0.2988750138228297
1214,0,3,1,695,4,519,318,2,1967,1214,1,10355,69,196,111,5,5,1214,1967,1967,143000,0.2987055219184012,0.1322448473338939,-0.6888892395155699,-0.5201761656185665
816,0,3,1,641,5,175,264,1,1982,816,0,6600,60,0,0,9,5,816,1982,2008,130500,-0.9655299488826259,-0.8050170518945338,-0.9591531129474066,-1.6920910784833203
1535,0,4,3,0,0,0,400,1,1979,1535,1,7018,64,0,0,5,5,0,1979,1979,118858,1.0461410990369344,-2.0737247781600754,-0.2935563847176952,0.18621960881707636
1360,1360,3,1,1036,4,140,795,1,1918,3112,0,25419,174,0,16,4,8,1360,1918,1990,235000,0.6604325682094071,-0.944082862897363,1.4509293741353444,2.379923285082261
1079,840,3,0,0,1,1079,685,2,2006,1919,0,15611,120,0,51,5,8,1079,2006,2006,233230,-0.07663941550605576,1.1007406249225862,0.9851569464297496,0.8684979870996147
1097,0,3,1,0,1,1097,672,1,1995,1097,1,10859,112,0,64,5,5,1097,1994,1995,145000,-0.023971613425604978,1.126782165778342,0.9292593811233975,-0.8220081047403022
983,767,4,4,660,5,323,423,1,1989,1750,1,12508,75,0,0,7,6,983,1940,1985,160000,-0.37321393119775553,-0.3368937676173147,-0.18539273756964242,0.5855975936859582
483,504,2,1,0,1,483,288,1,1972,987,1,1680,21,297,0,5,6,483,1972,1972,94500,-2.631367446342191,0.05412037755313581,-0.8379224930758024,-1.1346106538938332
981,0,3,1,282,5,664,576,1,1979,981,1,10530,69,0,312,5,6,981,1971,1971,143250,-0.37969507674870856,0.4212949555331727,0.5101525264829357,-1.1525846868528344
1700,0,4,1,1018,3,380,447,2,1959,1700,0,10552,70,0,38,5,5,1398,1959,1959,165500,1.3715910715538007,-0.1879497156563396,-0.07364288120150163,0.4969900469114846
816,0,2,1,708,6,108,308,1,1957,816,1,7100,73,0,0,7,5,816,1957,1957,129900,-0.9655299488826259,-1.0881337427886517,-0.7382755362338784,-1.6920910784833203
944,896,3,1,666,6,278,622,2,2001,1840,0,12420,79,0,45,5,7,944,2001,2001,230000,-0.5020314809903753,-0.46448663904284493,0.7124192162260484,0.7392845792747615
1291,1230,5,1,837,5,105,576,2,1973,2521,1,3964,42,0,20,4,6,942,1973,1973,151400,0.49456832322511335,-1.1027161157624086,0.5101525264829357,1.7157175456716354
1002,0,3,1,828,4,174,902,1,1973,1002,1,8750,69,76,0,6,5,1002,1970,1970,148500,-0.31229026166329044,-0.8087779215840716,1.8930014401332689,-1.0901187136138477
841,0,2,1,0,1,721,294,1,1950,841,1,8400,60,0,0,4,4,721,1950,1950,82000,-0.8695589755136814,0.5257506983355904,-0.8079021417494212,-1.6041262873018292
996,0,2,0,747,6,189,564,1,1992,996,0,9069,73,0,0,6,6,936,1992,1992,147000,-0.3314040620667772,-0.7534955247404461,0.45691874267344623,-1.107840261283269
1713,0,3,0,1088,6,625,856,3,2004,1713,2,9591,76,262,26,5,8,1713,2004,2005,274900,1.3958785846266324,0.34709901424418965,1.7041727082869185,0.5202601929916568
1412,0,3,4,1005,6,387,576,1,1988,1412,0,11457,130,0,0,5,6,1392,1988,1988,175000,0.7799802789346806,-0.170486563522834,0.5101525264829357,-0.06649305915121033
1236,0,2,1,600,6,312,923,2,1957,1236,1,7407,90,0,158,7,6,912,1957,1996,149700,0.35590186621601927,-0.36717922057224,1.9786282466844864,-0.4664787735896915
1040,0,3,2,633,5,431,648,1,1963,1040,1,25286,94,0,0,5,4,1064,1963,1963,132250,-0.1938221119436536,-0.06430637384159774,0.82555063301955,-0.9801341126834022
1616,0,2,1,1180,6,415,608,2,1995,1616,0,5389,39,0,152,5,8,1595,1995,1996,236500,1.2100469551892572,-0.102232048135919,0.6511526862506164,0.3424891684774441
1414,0,3,1,528,5,245,601,1,1990,1414,1,11029,87,0,51,8,6,1184,1958,2002,176500,0.7844901706976434,-0.5650682722741421,0.6204248825485295,-0.06222180987416824
975,975,3,1,649,4,326,576,2,1997,1950,0,7399,66,1600,10,5,7,975,1997,1998,239000,-0.3992178027322809,-0.32872784457391047,0.5101525264829357,0.9178464732012064
1086,0,3,1,320,5,404,490,1,1989,1086,1,10200,85,104,0,7,5,1086,1954,2003,144900,-0.05605418971976414,-0.12875064298525893,0.12394319124394865,-0.851915721360023
1072,504,3,2,1309,6,15,528,2,1923,1576,0,21384,144,0,312,6,5,1324,1923,2004,223500,-0.09735814981426531,-1.7494852480089376,0.2959766755414419,0.26625821293873864
768,0,2,0,619,5,149,624,1,1987,768,1,7244,54,0,0,7,5,768,1970,1970,129500,-1.1582970566857604,-0.9067411006730881,0.7211512985490222,-1.8682860168782072
1381,0,3,1,982,5,179,676,2,1972,1381,0,9360,78,0,0,7,6,1161,1972,2006,197500,0.7092509022087439,-0.7900842903997229,0.9464790990190864,-0.13343127926027373
1284,885,3,1,0,4,1284,647,2,2002,2169,0,9375,69,149,87,5,8,1284,2002,2002,228500,0.4772504224050608,1.3850927429278066,0.8212146575156185,1.2469087493084592
720,0,2,3,0,0,0,287,1,1955,720,1,6627,69,0,0,6,3,0,1949,1950,72500,-1.3634590747698734,-2.0737247781600754,-0.8429367041416075,-2.055092318829837
1584,1208,3,1,493,2,1017,520,1,1920,2792,1,10440,60,0,547,7,6,1510,1920,1950,256000,1.1462942401498075,1.0092580754289764,0.25994867383226195,2.0365973885539796
936,0,2,1,0,1,936,576,1,1974,936,1,6000,60,0,32,4,4,936,1953,1953,93000,-0.5291102449603637,0.8852282910059395,0.5101525264829357,-1.2907631054695077
1181,0,3,0,920,4,38,588,2,1974,1181,1,10012,90,0,0,5,4,1138,1972,1972,137500,0.21094441656901064,-1.515532622191561,0.5631880193113078,-0.6024536254832162
1689,0,3,0,0,1,1689,954,2,2007,1689,0,9849,83,0,56,6,7,1689,2007,2007,248328,1.3508950548225547,1.8840272488295082,2.104395449628757,0.47716953399642337
948,0,3,1,732,3,216,280,2,1956,948,1,8190,60,0,36,6,4,948,1954,1954,119000,-0.4885777203665945,-0.6594668558068585,-0.8781244043593215,-1.2533181380375265
756,756,2,1,420,6,336,440,1,2000,1512,0,2117,69,513,32,5,6,756,2000,2000,168500,-1.2083644347235785,-0.30178758882159373,-0.10612307232829499,0.14043993173492741
894,0,3,1,492,4,402,450,2,1968,894,1,8724,109,0,0,5,5,894,1968,1968,129000,-0.6751681622469026,-0.13361253902272632,-0.059750734174348806,-1.4254527603985945
932,920,3,1,822,6,78,644,2,2009,1852,0,8640,72,0,108,5,7,900,2009,2009,252678,-0.5427362231299111,-1.2450987389974655,0.8081995176447863,0.7592423605108024
845,0,3,3,0,0,0,290,1,1957,845,1,11500,69,0,0,3,4,0,1957,1957,84000,-0.8544678564996891,-2.0737247781600754,-0.8279033946672387,-1.590279301987545
774,0,3,1,544,3,0,0,0,1979,774,0,4270,70,0,0,6,3,544,1931,2006,79000,-1.1335548411957017,-2.0737247781600754,-2.586456954841601,-1.845707499146359
2053,1185,4,0,816,4,1217,666,3,1996,3238,0,14720,56,579,86,5,8,2033,1995,1996,410000,1.973290323918951,1.2949577097404457,0.9033953135507732,2.5061057064493166
1232,0,2,0,724,6,508,632,2,2007,1232,0,7314,64,82,0,5,7,1232,2007,2007,194500,0.3455783862637526,0.10868246341188857,0.7560296935027302,-0.47617509532953195
1164,0,3,1,0,1,1164,528,1,1969,1164,1,9600,80,168,0,5,7,1164,1969,1969,140000,0.1647756308527382,1.2218019023881586,0.2959766755414419,-0.6456818232245802
912,336,2,1,324,2,588,160,1,1957,1248,1,9439,52,0,0,5,5,912,1930,1950,87000,-0.611752144842814,0.27443677886066237,-1.5109885886884062,-0.43756490443235874
1687,0,3,0,353,4,60,572,2,1966,1687,1,57200,69,0,0,5,5,747,1948,1950,160000,1.347117711843665,-1.3548568063806778,0.4924302053256897,0.47355283563304057
860,1100,4,1,625,6,235,440,3,2002,1960,0,7851,69,0,48,5,6,860,2002,2002,216500,-0.7985031035911985,-0.5969267102892122,-0.10612307232829499,0.9336088476528689
546,0,3,1,273,4,0,286,2,1970,1092,1,2217,21,0,0,4,4,546,1970,1970,88000,-2.2422346155385093,-2.0737247781600754,-0.8479540400816902,-0.8355675442188442
894,0,3,1,552,4,342,400,1,1999,894,1,9450,68,0,0,5,4,894,1954,1954,110000,-0.6751681622469026,-0.2858239334769965,-0.2935563847176952,-1.4254527603985945
1479,0,3,0,1013,6,440,558,2,2003,1479,0,10665,72,167,29,5,7,1453,2003,2003,226000,0.9277021610325635,-0.043295824550689595,0.43022594525255237,0.07360508259328566
1060,0,3,4,188,3,204,270,1,1968,1060,0,8246,69,0,90,8,5,1060,1968,2001,154000,-0.13319163695925793,-0.7004536349229271,-0.9286671894532075,-0.9237482262789007
1436,0,3,4,946,6,490,484,2,2004,1436,0,8450,65,266,98,5,7,1436,2004,2004,210000,0.8336835587051173,0.06954353607063148,0.0965655501049995,-0.015607417880588358
1044,0,2,0,0,1,540,504,1,1952,1044,3,8712,66,0,0,5,5,540,1952,1952,55993,-0.1816036025897662,0.17651398894108436,0.18759263308126026,-0.968776288903443
880,888,2,4,390,4,490,320,1,1914,1768,1,10800,60,0,341,7,7,880,1914,1970,163000,-0.7253774977294517,0.06954353607063148,-0.6790455529082244,0.6169174121976736
816,0,2,0,538,4,278,432,1,2002,816,1,5890,69,0,0,8,6,816,1930,2007,120500,-0.9655299488826259,-0.46448663904284493,-0.14335683072138755,-1.6920910784833203
774,656,3,1,250,6,134,400,3,2000,1430,1,7750,69,0,0,5,7,384,2000,2000,180000,-1.1335548411957017,-0.9696748829813343,-0.2935563847176952,-0.028253825404183572
1867,0,2,1,379,2,470,303,3,1955,1867,1,10708,69,0,0,5,5,1617,1955,1993,190000,1.670379682835323,0.025164463053738557,-0.7630758644233646,0.7840201511547965
1500,0,3,0,1070,6,286,648,3,2006,1500,0,4045,53,45,20,5,7,1356,2006,2006,246578,0.9726324689250371,-0.441055881497363,0.82555063301955,0.11629565818828531
1100,0,3,1,419,5,375,312,2,1960,1100,1,12493,69,0,0,5,4,1100,1960,1960,141000,-0.015277449209548242,-0.2005264288706072,-0.7184871090661704,-0.8139001566401483
816,0,3,2,546,5,270,264,1,1982,816,1,8314,76,0,0,7,5,816,1982,1982,124500,-0.9655299488826259,-0.4882717322015052,-0.9591531129474066,-1.6920910784833203
1328,0,2,2,967,4,383,308,2,1959,1328,1,16905,115,0,104,6,5,1350,1959,1959,170000,0.5845788102768754,-0.18044511946838143,-0.7382755362338784,-0.25119914791660103
1728,568,3,2,1338,6,384,842,2,2008,2296,2,13478,97,420,274,5,10,1722,2008,2008,451950,1.4236753654286554,-0.1779504103573153,1.6463455719374602,1.423756496698835
864,0,2,1,167,3,697,572,1,1957,864,1,8172,60,0,0,7,5,864,1955,1990,115000,-0.7837433813661019,0.48231536761172883,0.4924302053256897,-1.5253317580593002
1266,0,3,1,0,1,1257,453,1,2005,1266,0,7500,62,0,144,5,7,1257,2005,2005,176000,0.43228294037635784,1.3490727106291647,-0.04587515799049887,-0.3946779806844807
858,0,3,1,614,4,244,0,0,1979,858,1,8125,69,0,0,4,4,858,1971,1971,88000,-0.8059086315088194,-0.5682232400428344,-2.586456954841601,-1.5456960280345033
832,878,3,1,426,6,406,506,2,1993,1710,0,9291,76,120,70,5,6,832,1993,1993,187000,-0.9037771015321571,-0.12390129643578152,0.19665938539609773,0.5149048587169802
772,351,3,1,0,1,732,264,1,1979,1123,1,6060,50,0,0,5,4,732,1939,1950,100000,-1.1417809538554706,0.5454058768345449,-0.9591531129474066,-0.7524174315604999
953,694,3,1,0,1,953,460,2,1999,1647,1,7917,62,0,40,5,6,953,1999,2000,175000,-0.47183983465888374,0.9117109008370144,-0.01356253415059001,0.40036362126516967
874,0,3,1,510,4,354,288,2,1968,874,1,9858,62,0,0,6,5,864,1968,1968,130000,-0.7471398622048927,-0.2543293010758437,-0.8379224930758024,-1.4916833113719268
1788,0,3,0,0,1,1753,522,2,2001,1788,2,11838,69,0,151,5,8,1753,2001,2001,236500,1.53250801804385,1.9568786397597562,0.26896492303286434,0.651369258144377
1839,0,3,1,1186,6,291,416,3,1957,1839,0,14442,110,106,87,7,6,1477,1957,2004,257500,1.6221907021001278,-0.42658491188763914,-0.21819802873491123,0.7376159388525173
1088,780,4,1,381,5,399,484,1,1976,1868,0,10304,69,44,96,7,5,780,1976,1976,197500,-0.0501969782328986,-0.14092912150764464,0.0965655501049995,0.7856653749549442
1712,0,4,1,528,2,1098,588,3,2005,1712,1,8393,70,122,54,5,5,1626,1959,2005,145000,1.3940168482694126,1.1282223432625509,0.5631880193113078,0.5184760570959903
561,668,2,1,285,5,276,462,3,1980,1229,1,1300,24,0,0,6,6,561,1980,1980,124000,-2.156185762709965,-0.47039908596372015,-0.004346572975205004,-0.48346667828102474
1600,0,3,1,0,1,1566,890,2,2007,1600,0,14230,110,640,56,5,8,1566,2007,2007,256300,1.1783294686383365,1.7398440771635253,1.8439117016443098,0.3122109102868872
916,684,3,0,0,1,916,460,3,1997,1600,1,8773,57,0,38,5,6,916,1997,1997,169000,-0.5978291124901223,0.8537482480073652,-0.01356253415059001,0.3122109102868872
896,448,3,1,0,1,896,240,2,1936,1344,1,6240,69,0,114,4,5,896,1936,1950,115000,-0.6680594206127636,0.821906774384947,-1.0823728085988626,-0.21519008778551102
1126,0,3,0,767,5,266,540,2,1977,1126,2,15611,69,0,0,6,5,1126,1977,1977,175000,0.059097063159444206,-0.5003021272590219,0.34983615676127267,-0.7444849321255741
923,0,3,1,658,5,218,264,1,1984,923,1,6951,37,0,0,5,5,876,1984,1985,119500,-0.5736089338805302,-0.6527521206302659,-0.9591531129474066,-1.3318384497318467
616,0,2,1,616,2,0,205,1,1921,616,1,6000,50,0,0,7,5,616,1921,1950,89000,-1.8591620949737424,-2.0737247781600754,-1.2661355240995058,-2.5034065683349085
1800,0,6,1,0,1,1800,0,0,1979,1800,1,8000,80,0,0,4,5,1800,1961,1961,141000,1.5538371471007597,2.0094968143297187,-2.586456954841601,0.6718677227067826
1505,0,2,1,1024,4,481,505,2,1953,1505,1,12160,128,90,0,4,6,1505,1953,1953,149500,0.9832377380808925,0.04969234917572823,0.19212681300116094,0.12637765140444773
1647,0,3,4,1283,5,0,621,3,1977,1647,0,12984,80,459,0,6,5,1430,1977,1977,217500,1.2706185667756107,-2.0737247781600754,0.7080512895550309,0.40036362126516967
1132,0,2,1,1024,6,108,451,3,2005,1132,0,7024,60,0,64,5,4,1132,2005,2005,176000,0.07601729279537571,-1.0881337427886517,-0.05512370732054773,-0.7286790529204971
928,836,3,1,821,6,107,470,2,1997,1764,0,15426,65,0,99,5,6,928,1997,1997,231500,-0.5564205924279694,-1.0929709238538496,0.032446230336984946,0.6099833159542977
1088,441,4,3,0,0,0,240,1,1945,1529,1,8405,50,0,0,3,4,0,1945,1950,98000,-0.0501969782328986,-2.0737247781600754,-1.0823728085988626,0.17433926705459307
1699,748,4,1,0,1,804,336,1,1969,2447,0,9638,50,0,0,7,6,804,1919,1990,169000,1.3697151397003478,0.6704117685048258,-0.6006853919326773,1.6224834505673356
1504,0,1,1,16,6,1330,457,3,2005,1504,0,3182,43,16,0,5,7,1346,2005,2006,181000,0.9811194965394049,1.445559493962565,-0.02739994379306303,0.12436376182071944
1163,0,3,1,256,5,906,220,1,1955,1163,1,5820,49,0,98,8,3,1162,1955,2005,126175,0.16203893266807043,0.8378734458046384,-1.1867443257583972,-0.6482430087771971
769,756,3,1,436,6,320,440,1,2000,1525,0,2117,69,456,0,5,6,756,2000,2000,177000,-1.1541600117947455,-0.34509935921123086,-0.10612307232829499,0.16639478789856316
935,0,3,1,560,4,0,288,1,1965,935,1,13526,69,114,0,6,5,935,1965,1965,137000,-0.532511292613882,-2.0737247781600754,-0.8379224930758024,-1.2939037491967547
813,0,2,1,0,1,813,270,1,1932,813,0,5684,70,0,113,8,6,813,1930,2005,110000,-0.9772427858762025,0.6856189818626666,-0.9286671894532075,-1.7028156578799583
1112,896,3,1,603,6,293,230,1,1948,2008,2,7800,78,0,0,8,5,896,1948,2002,225000,0.019264519234564004,-0.4208328635793292,-1.134355826015825,1.0082362705958166
1532,797,4,1,1085,6,390,514,1,1990,2329,0,11839,86,99,121,5,7,1475,1990,1990,262280,1.039906159344083,-0.16305285948335338,0.23286253898246786,1.4682098559304322
910,648,4,1,420,4,490,282,1,1950,1558,1,13710,75,0,0,5,5,910,1950,1950,152000,-0.6187364928464274,0.06954353607063148,-0.8680548909749001,0.23136207921468854
832,832,4,1,194,6,638,528,2,1976,1664,1,10140,78,0,28,5,7,832,1976,1976,162900,-0.9037771015321571,0.3720930626538994,0.2959766755414419,0.43167001156076085
2110,0,3,1,1065,5,1045,522,3,1968,2110,2,11160,93,0,0,5,7,2110,1968,1968,244000,2.060655677370165,1.0509237571896628,0.26896492303286434,1.1614304777310493
905,881,3,1,648,6,176,684,2,1997,1786,0,9337,69,0,162,5,6,824,1997,1997,204750,-0.6362644928622072,-0.8012673492236504,0.9808639246006463,0.6479403406704651
925,550,4,1,548,5,36,336,2,1977,1475,1,2665,41,0,26,6,5,757,1977,1977,127000,-0.5667224910771032,-1.5322870690374097,-0.6006853919326773,0.06540930827194329
811,576,3,1,0,1,811,256,1,1954,1387,0,6000,50,0,0,4,5,811,1954,1954,93000,-0.9850752880708303,0.6822472362176522,-0.999994656591216,-0.12036654428586303
976,732,3,1,0,1,976,380,2,2004,1708,0,3363,32,117,40,5,7,976,2004,2004,130000,-0.3959557164005212,0.9471502263097272,-0.38851901923341153,0.5113297508578268
1085,649,3,1,600,3,312,440,2,1962,1734,0,9786,77,0,0,7,6,912,1962,1981,159000,-0.058986827506740884,-0.36717922057224,-0.10612307232829499,0.5575037181310991
1766,648,3,1,664,4,290,520,2,1970,2414,1,10800,60,0,0,4,5,954,1900,1970,160000,1.493031356151064,-0.4294686687312631,0.25994867383226195,1.580052637354215
933,975,4,1,642,6,273,493,1,1994,1908,0,8750,70,0,133,5,7,915,1994,1995,210000,-0.5393242739357592,-0.47930980474401175,0.1376094716267556,0.8508078093020011
1283,0,3,1,504,3,319,506,1,1980,1283,1,7763,70,0,0,7,5,931,1962,1980,140000,0.47476875845884037,-0.34784346911305963,0.19665938539609773,-0.35469414608734395
1212,0,3,1,0,1,1212,573,2,2001,1212,0,9100,70,0,0,5,7,1212,2001,2001,178000,0.29345473060265725,1.2881283212376586,0.4968628608547037,-0.5251027795691489
